year,min_temp,max_temp,avg_rainfall,area,,autumn,summer,winter,yield,,baksa,barpeta,bongaigaon,cachar,chirang,darrang,dhemaji,dhubri,dibrugarh,dima_hasao,goalpara,golaghat,hailakandi,jorhat,kamrup,kamrup_metro,karbi_anglong,karimganj,kokrajhar,lakhimpur,morigaon,nagaon,nalbari,sivsagar,sonitpur,tinsukia,udalguri
2002,19.78,30.23,2530.4,47608,,0,1,0,101119,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,53147,,0,0,1,73955,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,25280,125891,1,0,0,18024,190485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,47908,,0,1,0,104444,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,52703,,0,0,1,68017,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,24533,105963,1,0,0,18005,164417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,47750,,0,1,0,102224,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,33680,,0,0,1,44188,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,20905,93273,1,0,0,24361,145804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,36775,,0,1,0,77302,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,35593,,0,0,1,44141,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,18171,88963,1,0,0,8264,150997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,37514,,0,1,0,111806,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,33278,,0,0,1,30927,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,17727,89125,1,0,0,15300,160696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,38443,,0,1,0,110250,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,32955,,0,0,1,35146,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,16741,99303,1,0,0,21135,171166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,53404,,0,1,0,111046,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,29158,,0,0,1,38985,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,13235,95928,1,0,0,7945,162274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,53822,,0,1,0,120411,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,28871,,0,0,1,33918,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,7488,94785,1,0,0,4629,227100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,54200,,0,1,0,172864,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,33097,,0,0,1,49607,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,4380,92580,1,0,0,2710,225084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,52700,,0,1,0,168047,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,35500,,0,0,1,54327,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,4298,92948,1,0,0,2341,249028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,53050,,0,1,0,190523,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,35600,,0,0,1,56164,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,4169,86604,1,0,0,5349,236285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,47295,,0,1,0,167391,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,35140,,0,0,1,63545,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,4075,86058,1,0,0,3852,236461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,51015,,0,1,0,193213,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,30968,,0,0,1,39396,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,10448,88218,1,0,0,13674,102958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,314,,0,1,0,376,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,77456,,0,0,1,88908,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,8820,84628,1,0,0,15544,130295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,428,,0,1,0,853,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,75380,,0,0,1,113898,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,7271,85075,1,0,0,12257,134783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,446,,0,1,0,990,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,77358,,0,0,1,121536,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,8990,87161,1,0,0,13676,154011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,438,,0,1,0,906,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,77733,,0,0,1,139429,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,8661,86053,1,0,0,8709,134984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,502,,0,1,0,1006,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,76890,,0,0,1,125269,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,8576,86390,1,0,0,10431,126663,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,88,,0,1,0,167,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,77726,,0,0,1,116065,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,5828,83683,1,0,0,7163,150028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,90,,0,1,0,161,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,77765,,0,0,1,142704,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,5828,82800,1,0,0,5907,148147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,70,,0,1,0,137,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,76902,,0,0,1,142103,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,373,79786,1,0,0,437,127191,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,185,,0,1,0,329,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,79228,,0,0,1,126425,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,575,71929,1,0,0,745,111046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,54,,0,1,0,109,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,71300,,0,0,1,110192,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,267,58846,1,0,0,187,93732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,17,,0,1,0,39,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,58562,,0,0,1,93506,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,258,70544,1,0,0,203,135347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,18,,0,1,0,38,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,70268,,0,0,1,135106,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,107,75014,1,0,0,93,154935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,75,,0,1,0,164,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,74832,,0,0,1,154678,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,102,76097,1,0,0,118,162958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,136,,0,1,0,350,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,75859,,0,0,1,162490,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,95,77409,1,0,0,116,105259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,310,,0,1,0,851,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,77004,,0,0,1,104292,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,280,77587,1,0,0,363,161327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,415,,0,1,0,1230,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,76892,,0,0,1,159734,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,188,78070,1,0,0,325,148054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,403,,0,1,0,1201,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,77479,,0,0,1,146528,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,333,74728,1,0,0,477,129091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,1256,,0,1,0,3693,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,73139,,0,0,1,124921,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,5984,14153,1,0,0,5393,16061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,52,,0,1,0,62,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,8117,,0,0,1,10606,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,5886,11860,1,0,0,8091,19709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,36,,0,1,0,72,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,5938,,0,0,1,11546,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,5646,13829,1,0,0,6945,22345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,36,,0,1,0,80,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,8147,,0,0,1,15320,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,5772,13945,1,0,0,6345,22016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,34,,0,1,0,70,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,8139,,0,0,1,15601,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,5777,14046,1,0,0,7800,24126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,25,,0,1,0,70,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,8244,,0,0,1,16256,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,6015,14447,1,0,0,8446,24492,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,32,,0,1,0,61,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,8400,,0,0,1,15985,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,4898,12825,1,0,0,6131,19424,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,27,,0,1,0,48,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,7900,,0,0,1,13245,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,6028,14398,1,0,0,8329,24571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,20,,0,1,0,39,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,8350,,0,0,1,16203,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,6214,14488,1,0,0,8530,24509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,19,,0,1,0,34,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,8255,,0,0,1,15945,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,6219,13988,1,0,0,7679,18554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,14,,0,1,0,28,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,7755,,0,0,1,10847,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,6228,14531,1,0,0,9106,26725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,11,,0,1,0,25,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,8292,,0,0,1,17594,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,6224,14539,1,0,0,8800,25593,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,25,,0,1,0,53,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,8290,,0,0,1,16740,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,6441,15978,1,0,0,8947,28871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,17,,0,1,0,37,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,9520,,0,0,1,19887,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,6405,15247,1,0,0,10363,21664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,14,,0,1,0,36,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,8828,,0,0,1,11265,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,6590,15570,1,0,0,8923,36087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,8980,,0,0,1,27164,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,6548,16193,1,0,0,11327,36958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,9645,,0,0,1,25631,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,6670,15823,1,0,0,11477,31837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,28,,0,1,0,83,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,9125,,0,0,1,20277,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,5607,14700,1,0,0,10300,34511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,9093,,0,0,1,24211,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,22550,71716,1,0,0,17189,59203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,7416,,0,1,0,9225,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,41750,,0,0,1,32789,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,18194,67479,1,0,0,19174,91574,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,11000,,0,1,0,26543,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,38285,,0,0,1,45857,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,18042,71166,1,0,0,23239,107295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,12000,,0,1,0,29412,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,41124,,0,0,1,54644,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,17000,70212,1,0,0,20040,115470,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,12600,,0,1,0,30505,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,40612,,0,0,1,64925,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,16692,73292,1,0,0,19234,120105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,12600,,0,1,0,26586,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,44000,,0,0,1,74285,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,15766,72316,1,0,0,17221,120688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,12700,,0,1,0,31077,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,43850,,0,0,1,72390,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,15567,72635,1,0,0,16436,103438,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
