year,min_temp,max_temp,avg_rainfall,area,,autumn,summer,winter,yield,,baksa,barpeta,bongaigaon,cachar,chirang,darrang,dhemaji,dhubri,dibrugarh,dima_hasao,goalpara,golaghat,hailakandi,jorhat,kamrup,kamrup_metro,karbi_anglong,karimganj,kokrajhar,lakhimpur,morigaon,nagaon,nalbari,sivsagar,sonitpur,tinsukia,udalguri
2011,19.58,29.82,1758.3,108452,,0,0,1,155670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,9170,128421,1,0,0,12544,199171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,1572,,0,1,0,4661,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,117679,,0,0,1,181966,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,9103,130200,1,0,0,12411,219917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,2256,,0,1,0,4257,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,118841,,0,0,1,203249,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,6829,127996,1,0,0,9986,218189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,2334,,0,1,0,3981,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,118833,,0,0,1,204222,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,7332,73404,1,0,0,8936,82979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,4552,,0,1,0,2983,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,61520,,0,0,1,71060,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,7400,74953,1,0,0,7646,117878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,3623,,0,1,0,3811,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,63930,,0,0,1,106421,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,5600,74000,1,0,0,10546,123739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,5000,,0,1,0,6155,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,63400,,0,0,1,107038,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,7000,67800,1,0,0,13411,145266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,5200,,0,1,0,8960,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,55600,,0,0,1,122895,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,6000,72691,1,0,0,10804,161833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,3191,,0,1,0,5667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,63500,,0,0,1,145362,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,7597,77655,1,0,0,14389,168870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,6100,,0,1,0,12670,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,63958,,0,0,1,141811,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,4000,72400,1,0,0,7360,137489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,4500,,0,1,0,1224,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,63900,,0,0,1,128905,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,6500,74009,1,0,0,6230,136608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,6200,,0,1,0,9368,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,61309,,0,0,1,121010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,6500,75350,1,0,0,11474,120498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,4750,,0,1,0,7686,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,64100,,0,0,1,101338,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,5800,74126,1,0,0,8971,143435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,4826,,0,1,0,7804,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,63500,,0,0,1,126660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,5900,76431,1,0,0,8657,118570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,5306,,0,1,0,10973,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,65225,,0,0,1,98940,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,5243,76311,1,0,0,8683,180718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,5768,,0,1,0,9817,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,65300,,0,0,1,162218,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,5064,75665,1,0,0,8700,176365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,5968,,0,1,0,6147,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,64633,,0,0,1,161518,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,4451,73574,1,0,0,7580,150587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,5980,,0,1,0,12175,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,63143,,0,0,1,130832,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,2240,74435,1,0,0,4223,199742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,6578,,0,1,0,12544,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,65617,,0,0,1,182975,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,2260,78645,1,0,0,4148,153301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,6650,,0,1,0,12874,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,69735,,0,0,1,136279,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,1255,77499,1,0,0,1576,153970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,6850,,0,1,0,13501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,69394,,0,0,1,138893,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,982,77402,1,0,0,1616,143230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,6895,,0,1,0,11087,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,69525,,0,0,1,130527,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,31005,92165,1,0,0,16292,64244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,3730,,0,1,0,3120,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,57430,,0,0,1,44832,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,31872,95290,1,0,0,28510,98005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,3192,,0,1,0,3414,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,60226,,0,0,1,66081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,32802,99616,1,0,0,22398,110494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,6500,,0,1,0,16962,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,60314,,0,0,1,71134,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,29790,95989,1,0,0,24281,109606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,7094,,0,1,0,14680,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,59105,,0,0,1,70645,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,27526,91022,1,0,0,22681,98743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,7200,,0,1,0,11467,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,56296,,0,0,1,64595,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,26827,91977,1,0,0,29067,121970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,7800,,0,1,0,15814,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,57350,,0,0,1,77089,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,27658,95358,1,0,0,24235,119328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,8000,,0,1,0,13866,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,59700,,0,0,1,81227,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,26393,88999,1,0,0,22415,107991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,8110,,0,1,0,15955,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,54496,,0,0,1,69621,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,26303,109808,1,0,0,20301,130563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,18588,,0,1,0,35101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,64917,,0,0,1,75161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,28316,98207,1,0,0,26479,112686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,18920,,0,1,0,24574,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,50971,,0,0,1,61633,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,28744,108479,1,0,0,24649,131035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,19313,,0,1,0,33543,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,60422,,0,0,1,72843,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,28265,93805,1,0,0,23163,112131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,10551,,0,1,0,25008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,54989,,0,0,1,63960,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,27619,103016,1,0,0,26333,158273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,16849,,0,1,0,29136,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,19.94,30.3,1863,58548,,0,0,1,102804,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,24663,109423,1,0,0,28902,192738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,17392,,0,1,0,38470,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,67368,,0,0,1,125366,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,20698,106067,1,0,0,32540,185448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,22644,,0,1,0,55774,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,62725,,0,0,1,97134,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,21910,109450,1,0,0,28393,181125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,20960,,0,1,0,51092,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,19.54,29.81,2321.3,66580,,0,0,1,101640,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,21800,109489,1,0,0,25856,223102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,23056,,0,1,0,69796,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,19.83,29.81,1682.6,64633,,0,0,1,127450,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,19867,108382,1,0,0,31130,212989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,23065,,0,1,0,62820,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,19.77,29.72,2171.9,65450,,0,0,1,119039,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,18325,107384,1,0,0,11793,88370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,3820,,0,1,0,2121,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1997,19.21,29.05,2588.5,85239,,0,0,1,74456,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,18100,101022,1,0,0,5844,101133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,8822,,0,1,0,7094,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,19.84,29.7,3072.9,74100,,0,0,1,88195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,19125,124398,1,0,0,16422,137582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,17523,,0,1,0,16059,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1999,19.53,29.81,2913.2,87750,,0,0,1,105101,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,19850,129373,1,0,0,15228,132546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,16668,,0,1,0,14841,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,19.48,29.75,2729.3,92855,,0,0,1,102477,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,16203,119173,1,0,0,11865,120949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,18886,,0,1,0,13019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,19.49,29.99,2260.1,84084,,0,0,1,96065,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,15969,120105,1,0,0,8326,109176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,16840,,0,1,0,14556,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,19.78,30.23,2530.4,87296,,0,0,1,86294,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,16275,114160,1,0,0,10900,109904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,17225,,0,1,0,13057,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,19.7,29.75,2835.1,80660,,0,0,1,85947,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,16105,118427,1,0,0,9635,129874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,16412,,0,1,0,15839,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,19.69,29.79,2890.9,85910,,0,0,1,104400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,16115,121399,1,0,0,11862,126269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,16520,,0,1,0,12899,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,19.58,29.6,2314.8,88764,,0,0,1,101508,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,18650,121815,1,0,0,13872,84095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,11962,,0,1,0,8992,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,20.07,30.06,1777.4,91203,,0,0,1,61231,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,18730,121644,1,0,0,11722,91760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,16266,,0,1,0,11302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,19.69,29.84,2414.6,86648,,0,0,1,68736,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,15278,123588,1,0,0,4248,74626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,17070,,0,1,0,14008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,19.6,29.64,2271.2,91240,,0,0,1,56370,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,19.94,30.3,1863,15547,135774,1,0,0,12263,177271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,19.94,30.3,1863,15572,,0,1,0,11320,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,19.94,30.3,1863,104655,,0,0,1,153688,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,15557,140562,1,0,0,11121,246414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,16675,,0,1,0,17622,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,20.15,30.13,2498.7,108330,,0,0,1,217671,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,14499,150564,1,0,0,13871,260526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,19.58,29.82,1758.3,21815,,0,1,0,36479,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
